insurer,lob,vehicle_type,policy_type,policy_term,coverage_level,coverage_name,claim_category,claim_trigger,frequency_band,severity_band,avg_claim_amount_inr,max_claim_amount_inr,deductible_applicable,depreciation_applicable,ncb_impact,renewal_impact,fraud_risk_level,loss_ratio_risk,mandatory_documents,common_denial_reasons,profitability_tag
ACKO,Motor,Commercial Misc,Bundled,Annual,Addon,Key Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Commercial Misc,Bundled,Annual,Addon,Personal Belongings,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Commercial Misc,Standalone Own Damage,Annual,Base,Own Damage,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced
ACKO,Motor,Commercial Misc,Standalone Own Damage,Annual,Base,Personal Accident,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced
ACKO,Motor,Commercial Misc,Standalone Own Damage,Annual,Addon,Zero Depreciation,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Commercial Misc,Standalone Own Damage,Annual,Addon,Engine Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Commercial Misc,Standalone Own Damage,Annual,Addon,Gearbox Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Commercial Misc,Standalone Own Damage,Annual,Addon,Consumables,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Commercial Misc,Standalone Own Damage,Annual,Addon,Tyre Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Commercial Misc,Standalone Own Damage,Annual,Addon,Roadside Assistance,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Commercial Misc,Standalone Own Damage,Annual,Addon,NCB Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Commercial Misc,Standalone Own Damage,Annual,Addon,Return to Invoice,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Commercial Misc,Standalone Own Damage,Annual,Addon,Invoice Cover,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Commercial Misc,Standalone Own Damage,Annual,Addon,PAYD Benefit,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Commercial Misc,Standalone Own Damage,Annual,Addon,EV Addon,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Commercial Misc,Standalone Own Damage,Annual,Addon,EMI Protector,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Commercial Misc,Standalone Own Damage,Annual,Addon,Loss of Use,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Commercial Misc,Standalone Own Damage,Annual,Addon,Key Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Commercial Misc,Standalone Own Damage,Annual,Addon,Personal Belongings,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Commercial Misc,Liability Only,Annual,Base,Third Party,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced
ACKO,Motor,Commercial Misc,Liability Only,Annual,Base,Personal Accident,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced
ACKO,Motor,Commercial Misc,Long Term Package,Annual,Base,Own Damage,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced
ACKO,Motor,Commercial Misc,Long Term Package,Annual,Base,Third Party,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced
ACKO,Motor,Commercial Misc,Long Term Package,Annual,Base,Personal Accident,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced
ACKO,Motor,Commercial Misc,Long Term Package,Annual,Addon,Zero Depreciation,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Commercial Misc,Long Term Package,Annual,Addon,Engine Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Commercial Misc,Long Term Package,Annual,Addon,Gearbox Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Commercial Misc,Long Term Package,Annual,Addon,Consumables,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Commercial Misc,Long Term Package,Annual,Addon,Tyre Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Commercial Misc,Long Term Package,Annual,Addon,Roadside Assistance,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Commercial Misc,Long Term Package,Annual,Addon,NCB Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Commercial Misc,Long Term Package,Annual,Addon,Return to Invoice,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Commercial Misc,Long Term Package,Annual,Addon,Invoice Cover,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Commercial Misc,Long Term Package,Annual,Addon,PAYD Benefit,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Commercial Misc,Long Term Package,Annual,Addon,EV Addon,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Commercial Misc,Long Term Package,Annual,Addon,EMI Protector,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Commercial Misc,Long Term Package,Annual,Addon,Loss of Use,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Commercial Misc,Long Term Package,Annual,Addon,Key Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Commercial Misc,Long Term Package,Annual,Addon,Personal Belongings,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Package,Annual,Base,Own Damage,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced
ACKO,Motor,Trailer,Package,Annual,Base,Third Party,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced
ACKO,Motor,Trailer,Package,Annual,Base,Personal Accident,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced
ACKO,Motor,Trailer,Package,Annual,Addon,Zero Depreciation,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Package,Annual,Addon,Engine Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Package,Annual,Addon,Gearbox Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Package,Annual,Addon,Consumables,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Package,Annual,Addon,Tyre Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Package,Annual,Addon,Roadside Assistance,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Package,Annual,Addon,NCB Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Package,Annual,Addon,Return to Invoice,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Package,Annual,Addon,Invoice Cover,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Package,Annual,Addon,PAYD Benefit,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Package,Annual,Addon,EV Addon,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Package,Annual,Addon,EMI Protector,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Package,Annual,Addon,Loss of Use,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Package,Annual,Addon,Key Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Package,Annual,Addon,Personal Belongings,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Bundled,Annual,Base,Own Damage,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced
ACKO,Motor,Trailer,Bundled,Annual,Base,Third Party,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced
ACKO,Motor,Trailer,Bundled,Annual,Base,Personal Accident,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced
ACKO,Motor,Trailer,Bundled,Annual,Addon,Zero Depreciation,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Bundled,Annual,Addon,Engine Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Bundled,Annual,Addon,Gearbox Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Bundled,Annual,Addon,Consumables,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Bundled,Annual,Addon,Tyre Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Bundled,Annual,Addon,Roadside Assistance,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Bundled,Annual,Addon,NCB Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Bundled,Annual,Addon,Return to Invoice,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Bundled,Annual,Addon,Invoice Cover,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Bundled,Annual,Addon,PAYD Benefit,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Bundled,Annual,Addon,EV Addon,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Bundled,Annual,Addon,EMI Protector,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Bundled,Annual,Addon,Loss of Use,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Bundled,Annual,Addon,Key Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Bundled,Annual,Addon,Personal Belongings,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Standalone Own Damage,Annual,Base,Own Damage,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced
ACKO,Motor,Trailer,Standalone Own Damage,Annual,Base,Personal Accident,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced
ACKO,Motor,Trailer,Standalone Own Damage,Annual,Addon,Zero Depreciation,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Standalone Own Damage,Annual,Addon,Engine Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Standalone Own Damage,Annual,Addon,Gearbox Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Standalone Own Damage,Annual,Addon,Consumables,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Standalone Own Damage,Annual,Addon,Tyre Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Standalone Own Damage,Annual,Addon,Roadside Assistance,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Standalone Own Damage,Annual,Addon,NCB Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Standalone Own Damage,Annual,Addon,Return to Invoice,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Standalone Own Damage,Annual,Addon,Invoice Cover,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Standalone Own Damage,Annual,Addon,PAYD Benefit,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Standalone Own Damage,Annual,Addon,EV Addon,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Standalone Own Damage,Annual,Addon,EMI Protector,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Standalone Own Damage,Annual,Addon,Loss of Use,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Standalone Own Damage,Annual,Addon,Key Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Standalone Own Damage,Annual,Addon,Personal Belongings,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Liability Only,Annual,Base,Third Party,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced
ACKO,Motor,Trailer,Liability Only,Annual,Base,Personal Accident,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced
ACKO,Motor,Trailer,Long Term Package,Annual,Base,Own Damage,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced
ACKO,Motor,Trailer,Long Term Package,Annual,Base,Third Party,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced
ACKO,Motor,Trailer,Long Term Package,Annual,Base,Personal Accident,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced
ACKO,Motor,Trailer,Long Term Package,Annual,Addon,Zero Depreciation,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Long Term Package,Annual,Addon,Engine Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Long Term Package,Annual,Addon,Gearbox Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Long Term Package,Annual,Addon,Consumables,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Long Term Package,Annual,Addon,Tyre Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Long Term Package,Annual,Addon,Roadside Assistance,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Long Term Package,Annual,Addon,NCB Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Long Term Package,Annual,Addon,Return to Invoice,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Long Term Package,Annual,Addon,Invoice Cover,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Long Term Package,Annual,Addon,PAYD Benefit,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Long Term Package,Annual,Addon,EV Addon,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Long Term Package,Annual,Addon,EMI Protector,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Long Term Package,Annual,Addon,Loss of Use,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Long Term Package,Annual,Addon,Key Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Trailer,Long Term Package,Annual,Addon,Personal Belongings,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Motor Trade Road Risk,Package,Annual,Base,Own Damage,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced
ACKO,Motor,Motor Trade Road Risk,Package,Annual,Base,Third Party,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced
ACKO,Motor,Motor Trade Road Risk,Package,Annual,Base,Personal Accident,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced
ACKO,Motor,Motor Trade Road Risk,Package,Annual,Addon,Zero Depreciation,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Motor Trade Road Risk,Package,Annual,Addon,Engine Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Motor Trade Road Risk,Package,Annual,Addon,Gearbox Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Motor Trade Road Risk,Package,Annual,Addon,Consumables,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
ACKO,Motor,Motor Trade Road Risk,Package,Annual,Addon,Tyre Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy
